Country or Area,Year,Area,Record Type,Reliability,Source Year,Value,Value Footnotes
Kuwait,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,5965,
Kuwait,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,5932,
Kuwait,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2009,4907,
Kyrgyzstan,2024,Total,Data tabulated by year of occurrence,"Final figure, complete",2025,13042,
Kyrgyzstan,2024,Urban,Data tabulated by year of occurrence,"Final figure, complete",2025,6276,
Kyrgyzstan,2024,Rural,Data tabulated by year of occurrence,"Final figure, complete",2025,6766,
Kyrgyzstan,2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,12552,
Kyrgyzstan,2023,Urban,Data tabulated by year of occurrence,"Final figure, complete",2024,5126,
Kyrgyzstan,2023,Rural,Data tabulated by year of occurrence,"Final figure, complete",2024,7426,
Kyrgyzstan,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,12187,
Kyrgyzstan,2022,Urban,Data tabulated by year of occurrence,"Final figure, complete",2024,4938,
Kyrgyzstan,2022,Rural,Data tabulated by year of occurrence,"Final figure, complete",2024,7249,
Kyrgyzstan,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,12037,
Kyrgyzstan,2021,Urban,Data tabulated by year of occurrence,"Final figure, complete",2022,6901,
Kyrgyzstan,2021,Rural,Data tabulated by year of occurrence,"Final figure, complete",2022,5136,
Kyrgyzstan,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,9128,
Kyrgyzstan,2020,Urban,Data tabulated by year of occurrence,"Final figure, complete",2021,4886,
Kyrgyzstan,2020,Rural,Data tabulated by year of occurrence,"Final figure, complete",2021,4242,
Kyrgyzstan,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,10992,
Kyrgyzstan,2019,Urban,Data tabulated by year of occurrence,"Final figure, complete",2021,5837,
Kyrgyzstan,2019,Rural,Data tabulated by year of occurrence,"Final figure, complete",2021,5155,
Kyrgyzstan,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,10434,
Kyrgyzstan,2018,Urban,Data tabulated by year of occurrence,"Final figure, complete",2019,5626,
Kyrgyzstan,2018,Rural,Data tabulated by year of occurrence,"Final figure, complete",2019,4808,
Kyrgyzstan,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,9588,
Kyrgyzstan,2017,Urban,Data tabulated by year of occurrence,"Final figure, complete",2018,5302,
Kyrgyzstan,2017,Rural,Data tabulated by year of occurrence,"Final figure, complete",2018,4286,
Kyrgyzstan,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,9102,
Kyrgyzstan,2016,Urban,Data tabulated by year of occurrence,"Final figure, complete",2017,5297,
Kyrgyzstan,2016,Rural,Data tabulated by year of occurrence,"Final figure, complete",2017,3805,
Kyrgyzstan,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,8588,
Kyrgyzstan,2015,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,4797,
Kyrgyzstan,2015,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,3791,
Kyrgyzstan,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,9235,
Kyrgyzstan,2014,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,5324,
Kyrgyzstan,2014,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,3911,
Kyrgyzstan,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,9052,
Kyrgyzstan,2013,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,5255,
Kyrgyzstan,2013,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,3797,
Kyrgyzstan,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,8698,
Kyrgyzstan,2012,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,4609,
Kyrgyzstan,2012,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,4089,
Kyrgyzstan,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,8705,
Kyrgyzstan,2011,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,4497,
Kyrgyzstan,2011,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,4208,
Kyrgyzstan,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,8155,
Kyrgyzstan,2010,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,4459,
Kyrgyzstan,2010,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,3696,
Kyrgyzstan,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,7381,
Kyrgyzstan,2009,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,4044,
Kyrgyzstan,2009,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,3337,
Kyrgyzstan,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,7419,
Kyrgyzstan,2008,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,4144,
Kyrgyzstan,2008,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,3275,
Latvia,2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,5312,
Latvia,2023,Urban,Data tabulated by year of occurrence,"Final figure, complete",2024,3733,
Latvia,2023,Rural,Data tabulated by year of occurrence,"Final figure, complete",2024,1579,
Latvia,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,5407,
Latvia,2022,Urban,Data tabulated by year of occurrence,"Final figure, complete",2023,3784,
Latvia,2022,Rural,Data tabulated by year of occurrence,"Final figure, complete",2023,1623,
Latvia,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,4643,
Latvia,2021,Urban,Data tabulated by year of occurrence,"Final figure, complete",2022,3238,
Latvia,2021,Rural,Data tabulated by year of occurrence,"Final figure, complete",2022,1405,
Latvia,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,5206,
Latvia,2020,Urban,Data tabulated by year of occurrence,"Final figure, complete",2021,3557,
Latvia,2020,Rural,Data tabulated by year of occurrence,"Final figure, complete",2021,1649,
Latvia,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,5971,
Latvia,2019,Urban,Data tabulated by year of occurrence,"Final figure, complete",2020,4176,
Latvia,2019,Rural,Data tabulated by year of occurrence,"Final figure, complete",2020,1795,
Latvia,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,5967,
Latvia,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,5943,
Latvia,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,6061,
Latvia,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,5151,
Latvia,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,6271,
Latvia,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,7031,
Latvia,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,7311,
Latvia,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,8302,
Latvia,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,4930,
Latvia,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2010,5099,
Latvia,2009,Urban,Data tabulated by year of occurrence,"Final figure, complete",2010,3813,
Latvia,2009,Rural,Data tabulated by year of occurrence,"Final figure, complete",2010,1286,
Latvia,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2009,6214,
Latvia,2008,Urban,Data tabulated by year of occurrence,"Final figure, complete",2009,4582,
Latvia,2008,Rural,Data tabulated by year of occurrence,"Final figure, complete",2009,1632,
Lebanon,2014,Total,Data tabulated by year of registration,"Final figure, complete",2015,7206,
Lebanon,2013,Total,Data tabulated by year of registration,"Final figure, complete",2015,6644,
Lebanon,2012,Total,Data tabulated by year of registration,"Final figure, complete",2013,6498,
Lebanon,2011,Total,Data tabulated by year of registration,"Final figure, complete",2013,6879,
Lebanon,2010,Total,Data tabulated by year of registration,"Final figure, complete",2011,5897,
Lebanon,2009,Total,Data tabulated by year of registration,"Final figure, complete",2011,5957,
Lebanon,2008,Total,Data tabulated by year of registration,"Final figure, complete",2009,5389,
Liechtenstein,2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2025,97,27
Liechtenstein,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2025,105,27
Liechtenstein,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2025,91,27
Liechtenstein,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,82,27
Liechtenstein,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,99,27
Liechtenstein,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,74,27
Liechtenstein,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,90,27
Liechtenstein,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,81,27
Liechtenstein,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,98,27
Liechtenstein,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,82,27
Liechtenstein,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,75,27
Liechtenstein,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,96,27
Liechtenstein,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,91,27
Liechtenstein,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,87,27
Liechtenstein,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,101,
Liechtenstein,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,97,
Lithuania,2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,7231,
Lithuania,2023,Urban,Data tabulated by year of occurrence,"Final figure, complete",2024,4830,
Lithuania,2023,Rural,Data tabulated by year of occurrence,"Final figure, complete",2024,2401,
Lithuania,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,7395,
Lithuania,2022,Urban,Data tabulated by year of occurrence,"Final figure, complete",2023,5143,
Lithuania,2022,Rural,Data tabulated by year of occurrence,"Final figure, complete",2023,2252,
Lithuania,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,7822,
Lithuania,2021,Urban,Data tabulated by year of occurrence,"Final figure, complete",2022,5267,
Lithuania,2021,Rural,Data tabulated by year of occurrence,"Final figure, complete",2022,2555,
Lithuania,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,7544,
Lithuania,2020,Urban,Data tabulated by year of occurrence,"Final figure, complete",2021,5143,
Lithuania,2020,Rural,Data tabulated by year of occurrence,"Final figure, complete",2021,2401,
Lithuania,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,8683,
Lithuania,2019,Urban,Data tabulated by year of occurrence,"Final figure, complete",2020,5923,
Lithuania,2019,Rural,Data tabulated by year of occurrence,"Final figure, complete",2020,2760,
Lithuania,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,8640,
Lithuania,2018,Urban,Data tabulated by year of occurrence,"Final figure, complete",2019,5900,
Lithuania,2018,Rural,Data tabulated by year of occurrence,"Final figure, complete",2019,2740,
Lithuania,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,8518,
Lithuania,2017,Urban,Data tabulated by year of occurrence,"Final figure, complete",2018,5897,
Lithuania,2017,Rural,Data tabulated by year of occurrence,"Final figure, complete",2018,2621,
Lithuania,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,8879,
Lithuania,2016,Urban,Data tabulated by year of occurrence,"Final figure, complete",2017,6037,
Lithuania,2016,Rural,Data tabulated by year of occurrence,"Final figure, complete",2017,2842,
Lithuania,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,9371,
Lithuania,2015,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,6394,
Lithuania,2015,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,2977,
Lithuania,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,9806,
Lithuania,2014,Urban,Data tabulated by year of occurrence,"Final figure, complete",2015,6831,
Lithuania,2014,Rural,Data tabulated by year of occurrence,"Final figure, complete",2015,2975,
Lithuania,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,9974,
Lithuania,2013,Urban,Data tabulated by year of occurrence,"Final figure, complete",2014,6924,
Lithuania,2013,Rural,Data tabulated by year of occurrence,"Final figure, complete",2014,3050,
Lithuania,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,10399,
Lithuania,2012,Urban,Data tabulated by year of occurrence,"Final figure, complete",2013,7359,
Lithuania,2012,Rural,Data tabulated by year of occurrence,"Final figure, complete",2013,3040,
Lithuania,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,10341,
Lithuania,2011,Urban,Data tabulated by year of occurrence,"Final figure, complete",2012,7128,
Lithuania,2011,Rural,Data tabulated by year of occurrence,"Final figure, complete",2012,3213,
Lithuania,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,10006,
Lithuania,2010,Urban,Data tabulated by year of occurrence,"Final figure, complete",2011,6836,
Lithuania,2010,Rural,Data tabulated by year of occurrence,"Final figure, complete",2011,3170,
Lithuania,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2010,9270,
Lithuania,2009,Urban,Data tabulated by year of occurrence,"Final figure, complete",2010,6451,
Lithuania,2009,Rural,Data tabulated by year of occurrence,"Final figure, complete",2010,2819,
Lithuania,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2009,10317,
Lithuania,2008,Urban,Data tabulated by year of occurrence,"Final figure, complete",2009,7145,
Lithuania,2008,Rural,Data tabulated by year of occurrence,"Final figure, complete",2009,3172,
Luxembourg,2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,1359,
Luxembourg,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,1243,
Luxembourg,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,1400,
Luxembourg,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,1447,
Luxembourg,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,1906,
Luxembourg,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,1230,
Luxembourg,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,1192,
Luxembourg,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,1241,
Luxembourg,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,1345,
Luxembourg,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,1453,
Luxembourg,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,1163,
Luxembourg,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,1074,
Luxembourg,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,1218,
Luxembourg,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,1083,
Luxembourg,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2010,1052,
Luxembourg,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2009,977,
Malawi,2018,Total,Vital statistics from census,Other estimate,2021,608447,28
Malawi,2018,Urban,Vital statistics from census,Other estimate,2021,85358,28
Malawi,2018,Rural,Vital statistics from census,Other estimate,2021,523089,28
Malaysia,2023,Total,Data tabulated by year of registration,Provisional figure,2025,57835,
Malaysia,2022,Total,Data tabulated by year of registration,"Final figure, complete",2025,63338,
Malaysia,2021,Total,Data tabulated by year of registration,"Final figure, complete",2023,43934,
Malaysia,2020,Total,Data tabulated by year of registration,"Final figure, complete",2023,47272,
Malaysia,2019,Total,Data tabulated by year of registration,"Final figure, complete",2022,56624,
Malaysia,2018,Total,Data tabulated by year of registration,"Final figure, complete",2022,50862,
Malaysia,2017,Total,Data tabulated by year of registration,"Final figure, complete",2022,50314,
Malaysia,2016,Total,Data tabulated by year of registration,"Final figure, complete",2022,51570,
Malta,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,502,
Malta,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,320,
Malta,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,269,
Malta,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,354,
Malta,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,349,
Malta,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,312,
Malta,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,371,
Malta,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,372,
Malta,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,323,
Malta,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,338,
Malta,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,441,
Malta,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,42,
Martinique,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,369,
Martinique,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,414,
Mauritius,2024,Total,Data tabulated by year of registration,"Final figure, complete",2025,3120,29
Mauritius,2023,Total,Data tabulated by year of registration,"Final figure, complete",2024,2696,29
Mauritius,2022,Total,Data tabulated by year of registration,"Final figure, complete",2023,2462,29
Mauritius,2021,Total,Data tabulated by year of registration,"Final figure, complete",2022,2110,29
Mauritius,2020,Total,Data tabulated by year of registration,"Final figure, complete",2021,1995,29
Mauritius,2019,Total,Data tabulated by year of registration,"Final figure, complete",2020,2174,29
Mauritius,2018,Total,Data tabulated by year of registration,"Final figure, complete",2019,2425,29
Mauritius,2017,Total,Data tabulated by year of registration,"Final figure, complete",2018,1996,29
Mauritius,2016,Total,Data tabulated by year of registration,"Final figure, complete",2017,1910,29
Mauritius,2015,Total,Data tabulated by year of registration,"Final figure, complete",2016,2161,29
Mauritius,2014,Total,Data tabulated by year of registration,"Final figure, complete",2015,2262,29
Mauritius,2013,Total,Data tabulated by year of registration,"Final figure, complete",2015,1584,29
Mauritius,2012,Total,Data tabulated by year of registration,"Final figure, complete",2014,2003,29
Mauritius,2011,Total,Data tabulated by year of registration,"Final figure, complete",2013,1788,29
Mauritius,2010,Total,Data tabulated by year of registration,"Final figure, complete",2012,1837,29
Mauritius,2009,Total,Data tabulated by year of registration,"Final figure, complete",2010,2154,29
Mauritius,2008,Total,Data tabulated by year of registration,"Final figure, complete",2009,1569,29
Mayotte,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,139,
Mayotte,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,155,
Mexico,2023,Total,Data tabulated by year of registration,"Final figure, complete",2025,163316,5
Mexico,2023,Urban,Data tabulated by year of registration,"Final figure, complete",2025,128470,"5,11"
Mexico,2023,Rural,Data tabulated by year of registration,"Final figure, complete",2025,9247,"5,11"
Mexico,2022,Total,Data tabulated by year of registration,"Final figure, complete",2024,166477,5
Mexico,2022,Urban,Data tabulated by year of registration,"Final figure, complete",2024,134041,"5,11"
Mexico,2022,Rural,Data tabulated by year of registration,"Final figure, complete",2024,8977,"5,11"
Mexico,2021,Total,Data tabulated by year of registration,"Final figure, complete",2023,149675,5
Mexico,2021,Urban,Data tabulated by year of registration,"Final figure, complete",2023,121937,"5,11"
Mexico,2021,Rural,Data tabulated by year of registration,"Final figure, complete",2023,8517,"5,11"
Mexico,2020,Total,Data tabulated by year of registration,"Final figure, complete",2022,92739,5
Mexico,2020,Urban,Data tabulated by year of registration,"Final figure, complete",2022,77077,"5,11"
Mexico,2020,Rural,Data tabulated by year of registration,"Final figure, complete",2022,5179,"5,11"
Mexico,2019,Total,Data tabulated by year of registration,"Final figure, complete",2022,160107,5
Mexico,2019,Urban,Data tabulated by year of registration,"Final figure, complete",2022,136599,"5,11"
Mexico,2019,Rural,Data tabulated by year of registration,"Final figure, complete",2022,9281,"5,11"
Mexico,2018,Total,Data tabulated by year of registration,"Final figure, complete",2022,156556,5
Mexico,2018,Urban,Data tabulated by year of registration,"Final figure, complete",2022,134516,"5,11"
Mexico,2018,Rural,Data tabulated by year of registration,"Final figure, complete",2022,8615,"5,11"
Mexico,2017,Total,Data tabulated by year of registration,"Final figure, complete",2022,147581,5
Mexico,2017,Urban,Data tabulated by year of registration,"Final figure, complete",2022,124260,"5,11"
Mexico,2017,Rural,Data tabulated by year of registration,"Final figure, complete",2022,7821,"5,11"
Mexico,2016,Total,Data tabulated by year of registration,"Final figure, complete",2022,139807,5
Mexico,2016,Urban,Data tabulated by year of registration,"Final figure, complete",2022,120977,"5,11"
Mexico,2016,Rural,Data tabulated by year of registration,"Final figure, complete",2022,6774,"5,11"
Mexico,2015,Total,Data tabulated by year of registration,"Final figure, complete",2022,123883,5
Mexico,2015,Urban,Data tabulated by year of registration,"Final figure, complete",2022,109491,"5,11"
Mexico,2015,Rural,Data tabulated by year of registration,"Final figure, complete",2022,6294,"5,11"
Mexico,2014,Total,Data tabulated by year of registration,"Final figure, complete",2022,113478,5
Mexico,2014,Urban,Data tabulated by year of registration,"Final figure, complete",2022,101078,"5,11"
Mexico,2014,Rural,Data tabulated by year of registration,"Final figure, complete",2022,5785,"5,11"
Mexico,2013,Total,Data tabulated by year of registration,"Final figure, complete",2015,108727,
Mexico,2013,Urban,Data tabulated by year of registration,"Final figure, complete",2015,97087,"11,30"
Mexico,2013,Rural,Data tabulated by year of registration,"Final figure, complete",2015,5305,"11,30"
Mexico,2012,Total,Data tabulated by year of registration,"Final figure, complete",2014,99509,
Mexico,2012,Urban,Data tabulated by year of registration,"Final figure, complete",2014,89927,"11,30"
Mexico,2012,Rural,Data tabulated by year of registration,"Final figure, complete",2014,4723,"11,30"
Mexico,2011,Total,Data tabulated by year of registration,"Final figure, complete",2013,91285,
Mexico,2011,Urban,Data tabulated by year of registration,"Final figure, complete",2013,82623,"11,30"
Mexico,2011,Rural,Data tabulated by year of registration,"Final figure, complete",2013,4122,"11,30"
Mexico,2010,Total,Data tabulated by year of registration,"Final figure, complete",2012,86042,
Mexico,2010,Urban,Data tabulated by year of registration,"Final figure, complete",2012,77951,"11,30"
Mexico,2010,Rural,Data tabulated by year of registration,"Final figure, complete",2012,3733,"11,30"
Mexico,2009,Total,Data tabulated by year of registration,"Final figure, complete",2011,84302,
Mexico,2009,Urban,Data tabulated by year of registration,"Final figure, complete",2011,76193,"11,30"
Mexico,2009,Rural,Data tabulated by year of registration,"Final figure, complete",2011,3943,"11,30"
Mexico,2008,Total,Data tabulated by year of registration,"Final figure, complete",2008,81851,
Mexico,2008,Urban,Data tabulated by year of registration,"Final figure, complete",2008,74050,"11,30"
Mexico,2008,Rural,Data tabulated by year of registration,"Final figure, complete",2008,3765,"11,30"
Monaco,2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2025,64,
Monaco,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,63,
Monaco,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,70,
Monaco,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,78,
Monaco,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,69,
Monaco,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,89,
Monaco,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,74,
Monaco,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,86,
Mongolia,2024,Total,Data tabulated by year of registration,"Final figure, complete",2025,4463,
Mongolia,2024,Urban,Data tabulated by year of registration,"Final figure, complete",2025,3981,
Mongolia,2024,Rural,Data tabulated by year of registration,"Final figure, complete",2025,482,
Mongolia,2023,Total,Data tabulated by year of registration,"Final figure, complete",2024,4776,
Mongolia,2023,Urban,Data tabulated by year of registration,"Final figure, complete",2024,4246,
Mongolia,2023,Rural,Data tabulated by year of registration,"Final figure, complete",2024,530,
Mongolia,2022,Total,Data tabulated by year of registration,"Final figure, complete",2023,4553,
Mongolia,2022,Urban,Data tabulated by year of registration,"Final figure, complete",2023,3971,
Mongolia,2022,Rural,Data tabulated by year of registration,"Final figure, complete",2023,582,
Mongolia,2021,Total,Data tabulated by year of registration,"Final figure, complete",2022,3391,
Mongolia,2021,Urban,Data tabulated by year of registration,"Final figure, complete",2022,2866,
Mongolia,2021,Rural,Data tabulated by year of registration,"Final figure, complete",2022,525,
Mongolia,2020,Total,Data tabulated by year of registration,"Final figure, complete",2021,3316,
Mongolia,2020,Urban,Data tabulated by year of registration,"Final figure, complete",2021,2787,
Mongolia,2020,Rural,Data tabulated by year of registration,"Final figure, complete",2021,529,
Mongolia,2019,Total,Data tabulated by year of registration,"Final figure, complete",2020,4262,
Mongolia,2019,Urban,Data tabulated by year of registration,"Final figure, complete",2020,3781,
Mongolia,2019,Rural,Data tabulated by year of registration,"Final figure, complete",2020,481,
Mongolia,2018,Total,Data tabulated by year of registration,"Final figure, complete",2019,4201,
Mongolia,2018,Urban,Data tabulated by year of registration,"Final figure, complete",2019,3615,
Mongolia,2018,Rural,Data tabulated by year of registration,"Final figure, complete",2019,586,
Mongolia,2017,Total,Data tabulated by year of registration,"Final figure, complete",2018,3945,
Mongolia,2017,Urban,Data tabulated by year of registration,"Final figure, complete",2018,3384,
Mongolia,2017,Rural,Data tabulated by year of registration,"Final figure, complete",2018,561,
Mongolia,2016,Total,Data tabulated by year of registration,"Final figure, complete",2017,4003,
Mongolia,2016,Urban,Data tabulated by year of registration,"Final figure, complete",2017,3501,
Mongolia,2016,Rural,Data tabulated by year of registration,"Final figure, complete",2017,502,
Mongolia,2015,Total,Data tabulated by year of registration,"Final figure, complete",2016,3873,
Mongolia,2015,Urban,Data tabulated by year of registration,"Final figure, complete",2016,3455,
Mongolia,2015,Rural,Data tabulated by year of registration,"Final figure, complete",2016,418,
Mongolia,2014,Total,Data tabulated by year of registration,"Final figure, complete",2015,3750,
Mongolia,2014,Urban,Data tabulated by year of registration,"Final figure, complete",2015,3333,
Mongolia,2014,Rural,Data tabulated by year of registration,"Final figure, complete",2015,417,
Mongolia,2013,Total,Data tabulated by year of registration,"Final figure, complete",2014,3522,
Mongolia,2013,Urban,Data tabulated by year of registration,"Final figure, complete",2014,2978,
Mongolia,2013,Rural,Data tabulated by year of registration,"Final figure, complete",2014,544,
Mongolia,2012,Total,Data tabulated by year of registration,"Final figure, complete",2014,2467,
Mongolia,2012,Urban,Data tabulated by year of registration,"Final figure, complete",2014,2096,
Mongolia,2012,Rural,Data tabulated by year of registration,"Final figure, complete",2014,371,
Mongolia,2011,Total,Data tabulated by year of registration,"Final figure, complete",2014,3222,
Mongolia,2011,Urban,Data tabulated by year of registration,"Final figure, complete",2014,2760,
Mongolia,2011,Rural,Data tabulated by year of registration,"Final figure, complete",2014,462,
Mongolia,2010,Total,Data tabulated by year of registration,"Final figure, complete",2012,3054,
Mongolia,2010,Urban,Data tabulated by year of registration,"Final figure, complete",2012,2619,
Mongolia,2010,Rural,Data tabulated by year of registration,"Final figure, complete",2012,435,
Mongolia,2009,Total,Data tabulated by year of registration,"Final figure, complete",2012,2399,
Mongolia,2009,Urban,Data tabulated by year of registration,"Final figure, complete",2012,2142,
Mongolia,2009,Rural,Data tabulated by year of registration,"Final figure, complete",2012,257,
Mongolia,2008,Total,Data tabulated by year of registration,"Final figure, complete",2009,1901,
Mongolia,2008,Urban,Data tabulated by year of registration,"Final figure, complete",2009,1745,
Mongolia,2008,Rural,Data tabulated by year of registration,"Final figure, complete",2009,156,
Montenegro,2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,775,
Montenegro,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,690,
Montenegro,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,768,
Montenegro,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,784,
Montenegro,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,841,
Montenegro,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,849,
Montenegro,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,765,
